"teta [deg]","Matrix1.L(Current1,Current1)/50 []"
113,11.5889012032893
114,11.877757696522
115,12.137711171086
116,12.4323399225412
117,12.673821156788
118,12.9136169003536
119,13.255610158068
120,13.4495896359939
121,13.7166474734276
122,13.9560427167027
123,14.2253917871195
124,14.5209028443664
125,14.7770717115686
126,15.0841858200585
127,15.3350424962379
128,15.5508403669259
129,15.810328443013
130,16.0737404969015
131,16.3784389061376
132,16.6383866218301
133,16.8627632709233
134,17.1464105850429
135,17.3921345165115
136,17.6738713128992
137,17.8865132687341
138,18.1620384099015
139,18.4391418858204
140,18.6694186028702
141,18.8456407357122
142,19.1557642859279
143,19.4558825305245
144,19.7403277498308
145,19.9625839070664
146,20.230525710014
147,20.4576082514889
148,20.7548284708761
149,21.0337423184594
150,21.2830192456404
151,21.5075740185779
152,21.7433057732525
153,22.0517291641127
154,22.3231440068807
155,22.5401101843609
156,22.7838246849212
157,23.0583659327992
158,23.3206740513992
159,23.5948269901943
160,23.7874919459469
161,24.0355199235456
162,24.320788606963
163,24.6063173108531
164,24.8362323823715
165,25.0435167232892
166,25.2986653974617
167,25.5640912116402
168,25.8300758310641
169,26.0390468998876
170,26.2372513254034
171,26.4664806682044
172,26.7022775010996
173,26.926570367192
174,27.0921666480133
175,27.2810445768629
176,27.3521095300791
177,27.5369387720133
178,27.6387448912532
179,27.6680563564588
180,27.7062594487122
